Applicant_ID,Applicant_Name,Annual_Income,Credit_Score,City,State,Employment_Status,Monthly_Rent
TG-101453,Applicant 1453,163050.0,674,Queens,NY,Part Time,3179
TG-101454,Applicant 1454,101965.0,579, Newark,N.J.,Full Time,2757
TG-101455,Applicant 1455,32177.0,552,Jersey City,N.J.,Unemployed,4324
TG-101456,Applicant 1456,107600.0,646, Newark,ny, full time ,1728
TG-101457,Applicant 1457,96435.0,740,Jersey City,NJ, full time ,1697
TG-101458,Applicant 1458,123693.0,719, Newark,ny,Self-Employed,3010
TG-101459,Applicant 1459,105195.0,645,Hoboken,ny,Unemployed,4045
TG-101460,Applicant 1460,80846.0,560,Hoboken,NJ,Full Time,3325
TG-101461,Applicant 1461,48271.0,794, Newark,NY, full time ,1519
TG-101462,Applicant 1462,78729.0,816,Jersey City,,Self-Employed,4563
TG-101463,Applicant 1463,59484.0,604,Jersey City,NJ,Unemployed,3769
TG-101464,Applicant 1464,67584.0,608,Brooklyn,,Unemployed,4586
TG-101465,Applicant 1465,102657.0,561,New York,NY,Full Time,3916
TG-101466,Applicant 1466,135097.0,639,New York,NJ,Self-Employed,4538
TG-101467,Applicant 1467,96840.0,798,Queens,N.J.,Full Time,1444
TG-101468,Applicant 1468,49124.0,552,New York,ny, full time ,3919
TG-101469,Applicant 1469,98338.0,795,Queens,NJ,Part Time,2069
TG-101470,Applicant 1470,120899.0,672,Hoboken,NJ,Part Time,2659
TG-101471,Applicant 1471,66707.0,609,Queens,NY,Full Time,5309
TG-101472,Applicant 1472,80979.0,623,Queens,N.J.,Full Time,1870
TG-101473,Applicant 1473,85441.0,531,New York,NJ,Part Time,1885
TG-101474,Applicant 1474,61453.0,679,Jersey City,N.J., full time ,3174
TG-101475,Applicant 1475,104448.0,715,Hoboken,,Full Time,2211
TG-101476,Applicant 1476,81372.0,781,Brooklyn,NJ, full time ,2584
TG-101477,Applicant 1477,97586.0,610,Queens,N.J., full time ,5338
TG-101478,Applicant 1478,58375.0,716,Queens,ny,Self-Employed,2110
TG-101479,Applicant 1479,71876.0,588, Newark,NY, full time ,2517
TG-101480,Applicant 1480,106671.0,739,Queens,N.J.,Unemployed,4326
TG-101481,Applicant 1481,,733,Jersey City,NY,Part Time,1766
TG-101482,Applicant 1482,136809.0,665,Brooklyn,NJ,Part Time,5117
TG-101483,Applicant 1483,73011.0,752, Newark,NJ,Full Time,2665
TG-101484,Applicant 1484,91741.0,753,New York,,Full Time,5402
TG-101485,Applicant 1485,112978.0,733,Hoboken,NY,Self-Employed,2407
TG-101486,Applicant 1486,42449.0,580,Jersey City,ny,Self-Employed,4770
TG-101487,Applicant 1487,32176.0,597,Brooklyn,ny,Unemployed,3665
TG-101488,Applicant 1488 ,39230.0,614,Hoboken,N.J.,Full Time,5344
TG-101489,Applicant 1489,122878.0,735,New York,ny,Part Time,5126
TG-101490,Applicant 1490,68444.0,732,Hoboken,NY,Unemployed,4340
TG-101491,Applicant 1491,161746.0,719, Newark,NJ,Full Time,4713
TG-101492,Applicant 1492,68073.0,550,Queens,NY,Unemployed,5210
TG-101493,Applicant 1493,90537.0,809,Queens,NY, full time ,4077
TG-101494,Applicant 1494,131263.0,654,Jersey City,NJ, full time ,2600
TG-101495,Applicant 1495,145183.0,602,Hoboken,NY,Unemployed,2768
TG-101496,Applicant 1496,146845.0,566,Queens,ny,Full Time,1940
TG-101497,Applicant 1497,121251.0,725,Jersey City,N.J., full time ,1899
TG-101498,Applicant 1498,115722.0,596,Jersey City,N.J., full time ,1902
TG-101499,Applicant 1499,102776.0,778, Newark,NY,Unemployed,2155
TG-101500,Applicant 1500,108351.0,611,Jersey City,NJ, full time ,2073
TG-101501,Applicant 1501,68464.0,619,New York,,Part Time,3608
TG-101502,Applicant 1502,60454.0,714,Queens,NY, full time ,4578
TG-101503,Applicant 1503,84899.0,711,Queens,NY,Unemployed,3020
TG-101504,Applicant 1504,79894.0,587,Brooklyn,, full time ,5381
TG-101505,Applicant 1505,71403.0,761,New York,N.J., full time ,4442
TG-101506,Applicant 1506,105892.0,609,Queens,N.J.,Self-Employed,2579
TG-101507,Applicant 1507,113659.0,999, Newark,,Unemployed,1478
TG-101508,Applicant 1508,87652.0,783,Queens,NJ,Unemployed,2231
TG-101509,Applicant 1509,129326.0,999,Brooklyn,NY,Self-Employed,2543
TG-101510,Applicant 1510,50749.0,637,Hoboken,ny,Self-Employed,1804
TG-101511,Applicant 1511,79190.0,769,Hoboken,N.J.,Part Time,3855
TG-101512,Applicant 1512,63495.0,578,New York,N.J., full time ,1791
TG-101513,Applicant 1513,29004.0,714,Jersey City,N.J.,Full Time,5154
TG-101514,Applicant 1514,82520.0,569,Brooklyn,NJ,Full Time,1211
TG-101515,Applicant 1515,81348.0,815,Brooklyn,,Self-Employed,1321
TG-101516,Applicant 1516,130403.0,616,Queens,NJ,Unemployed,3476
TG-101517,Applicant 1517,103924.0,646, Newark,N.J.,Unemployed,3844
TG-101518,Applicant 1518,54274.0,765,Queens,NY,Part Time,5273
TG-101519,Applicant 1519,140623.0,606, Newark,N.J.,Full Time,2077
TG-101520,Applicant 1520,121631.0,596,Brooklyn,NY,Unemployed,1985
TG-101521,Applicant 1521,102463.0,723,Jersey City,NY,Part Time,3276
TG-101522,Applicant 1522,78205.0,665,Hoboken,N.J.,Part Time,1300
TG-101523,Applicant 1523,56217.0,668,New York,N.J.,Self-Employed,1575
TG-101524,Applicant 1524,73834.0,630, Newark,NY,Full Time,1845
TG-101525,Applicant 1525,117662.0,648,Hoboken,NJ,Part Time,4582
TG-101526,Applicant 1526,141538.0,772,New York,NJ,Part Time,4711
TG-101527,Applicant 1527,131297.0,685,Jersey City,NJ,Part Time,3940
TG-101528,Applicant 1528,70335.0,816,Brooklyn,ny,Full Time,4728
TG-101529,Applicant 1529,51411.0,656,Jersey City,NY,Self-Employed,3223
TG-101530,Applicant 1530,89227.0,798, Newark,ny, full time ,3152
TG-101531,Applicant 1531,31947.0,530,Brooklyn,ny,Unemployed,2245
TG-101532,Applicant 1532,94695.0,590,Queens,NY,Full Time,3297
TG-101533,Applicant 1533,80572.0,678,New York,ny,Full Time,5022
TG-101534,Applicant 1534,71019.0,735,Queens,NY,Full Time,5066
TG-101535,Applicant 1535,37159.0,545,Brooklyn,, full time ,4831
TG-101536,Applicant 1536,100408.0,805,New York,,Unemployed,3214
TG-101537,Applicant 1537,69019.0,681,New York,NY,Unemployed,3549
TG-101538,Applicant 1538,49902.0,621,Queens,NY,Part Time,4598
TG-101539,Applicant 1539,-1168.0,588,New York,NY,Part Time,1583
TG-101540,Applicant 1540,84175.0,652,Brooklyn,NJ,Self-Employed,3785
TG-101541,Applicant 1541,138168.0,708, Newark,NY,Full Time,1902
TG-101542,Applicant 1542,134838.0,730, Newark,N.J.,Self-Employed,3296
TG-101543,Applicant 1543,71287.0,762,Brooklyn,,Full Time,1518
TG-101544,Applicant 1544,66934.0,685,Queens,,Unemployed,1220
TG-101545,Applicant 1545,99063.0,580,Jersey City,NY,Self-Employed,4704
TG-101546,Applicant 1546,55048.0,798,Brooklyn,,Unemployed,1791
TG-101547,Applicant 1547,94054.0,632, Newark,NY,Part Time,5304
TG-101548,Applicant 1548,107982.0,549,Brooklyn,NY,Unemployed,3396
TG-101549,Applicant 1549,121808.0,680,New York,, full time ,2660
TG-101550,Applicant 1550 ,81995.0,999,New York,,Self-Employed,3746
TG-101551,Applicant 1551,78890.0,689,Brooklyn,N.J.,Full Time,3111
TG-101552,Applicant 1552,58661.0,705,Queens,ny,Unemployed,4326
TG-101553,Applicant 1553,60194.0,576,Jersey City,N.J.,Self-Employed,3765
TG-101554,Applicant 1554,78206.0,759,New York,N.J.,Full Time,2470
TG-101555,Applicant 1555,96021.0,776, Newark,,Self-Employed,1481
TG-101556,Applicant 1556,112408.0,720,New York,N.J.,Self-Employed,4016
TG-101557,Applicant 1557,,625, Newark,, full time ,3029
TG-101558,Applicant 1558,129781.0,809,Jersey City,NJ,Unemployed,1752
TG-101559,Applicant 1559,76866.0,620,New York,NY, full time ,4939
TG-101560,Applicant 1560,84359.0,616,Queens,ny,Part Time,4164
TG-101561,Applicant 1561,62584.0,672, Newark,NJ,Self-Employed,4667
TG-101562,Applicant 1562,12273.0,548,New York,NY,Unemployed,4124
TG-101563,Applicant 1563,111521.0,672,New York,NY,Part Time,4007
TG-101564,Applicant 1564,107105.0,592,Brooklyn,ny,Part Time,4119
TG-101565,Applicant 1565,,773,Queens,N.J., full time ,4204
TG-101566,Applicant 1566,87010.0,523,Queens,NY,Part Time,2770
TG-101567,Applicant 1567,100478.0,756,Brooklyn,ny,Full Time,3496
TG-101568,Applicant 1568,38124.0,557, Newark,,Full Time,3536
TG-101569,Applicant 1569,69128.0,539,Hoboken,NY,Full Time,3656
TG-101570,Applicant 1570,108828.0,632,Jersey City,NY,Part Time,1260
TG-101571,Applicant 1571,47371.0,542,Queens,N.J.,Self-Employed,4775
TG-101572,Applicant 1572,93807.0,655,Hoboken,N.J.,Unemployed,4028
TG-101573,Applicant 1573,44303.0,767, Newark,,Full Time,3774
TG-101574,Applicant 1574 ,98993.0,616,Jersey City,NY,Full Time,4582
TG-101575,Applicant 1575,83931.0,552,Queens,N.J.,Full Time,4964
TG-101576,Applicant 1576,36546.0,654,New York,ny, full time ,3447
TG-101577,Applicant 1577,119942.0,774,Queens,NY, full time ,4624
TG-101578,Applicant 1578,62962.0,797,Jersey City,ny,Full Time,2298
TG-101579,Applicant 1579,60692.0,652,Hoboken,NJ,Full Time,4003
TG-101580,Applicant 1580,91017.0,999,New York,, full time ,4307
TG-101581,Applicant 1581,119459.0,534,Jersey City,N.J.,Unemployed,1397
TG-101582,Applicant 1582,54525.0,796, Newark,NJ,Self-Employed,3291
TG-101583,Applicant 1583,86850.0,645,Jersey City,N.J.,Unemployed,3888
TG-101584,Applicant 1584,97864.0,536,Queens,NJ,Self-Employed,2768
TG-101585,Applicant 1585,105793.0,569, Newark,N.J.,Part Time,2070
TG-101586,Applicant 1586,90293.0,654,Brooklyn,,Part Time,1709
TG-101587,Applicant 1587,73989.0,637,Brooklyn,NY,Unemployed,3663
TG-101588,Applicant 1588,60172.0,579,New York,ny, full time ,5233
TG-101589,Applicant 1589,87584.0,644,Jersey City,NJ,Full Time,3656
TG-101590,Applicant 1590,52836.0,635,Hoboken,ny,Part Time,3088
TG-101591,Applicant 1591,-2641.0,692,New York,ny, full time ,3450
TG-101592,Applicant 1592,98097.0,706, Newark,N.J., full time ,2184
TG-101593,Applicant 1593,112118.0,607,New York,NY,Self-Employed,1995
TG-101594,Applicant 1594,14112.0,722,Queens,N.J.,Part Time,2047
TG-101595,Applicant 1595,54708.0,701, Newark,ny,Unemployed,2591
TG-101596,Applicant 1596,103575.0,687,Hoboken,, full time ,4193
TG-101597,Applicant 1597,146725.0,700,Jersey City,NY,Unemployed,3432
TG-101598,Applicant 1598,85624.0,819, Newark,NY,Unemployed,3512
TG-101599,Applicant 1599 ,63160.0,649,Jersey City,ny,Part Time,2637
TG-101600,Applicant 1600,79513.0,668,Jersey City,N.J.,Unemployed,1601
TG-101601,Applicant 1601,,728,New York,,Unemployed,3420
TG-101602,Applicant 1602,65621.0,630,Queens,NJ,Full Time,2077
TG-101603,Applicant 1603,,656,New York,N.J.,Unemployed,4354
TG-101604,Applicant 1604,70518.0,730,Brooklyn,NY,Full Time,2106
TG-101605,Applicant 1605,56400.0,665,Brooklyn,N.J.,Part Time,2295
TG-101606,Applicant 1606 ,88680.0,603,Jersey City,NJ,Unemployed,4722
TG-101607,Applicant 1607,133740.0,549,Queens,, full time ,3006
TG-101608,Applicant 1608,94692.0,584, Newark,,Unemployed,2876
TG-101609,Applicant 1609,,543,Jersey City,NJ,Full Time,1407
TG-101610,Applicant 1610,76246.0,999, Newark,NJ, full time ,2565
TG-101611,Applicant 1611,38104.0,741,Jersey City,ny,Part Time,2609
TG-101612,Applicant 1612,111493.0,609,New York,NY,Self-Employed,4125
TG-101613,Applicant 1613,82665.0,625,Jersey City,ny,Self-Employed,5457
TG-101614,Applicant 1614,79586.0,691,Jersey City,N.J.,Full Time,3263
TG-101615,Applicant 1615,180793.0,749,Queens,NJ,Part Time,3990
TG-101616,Applicant 1616,93963.0,596,Queens,ny,Part Time,1445
TG-101617,Applicant 1617,62446.0,587, Newark,NY,Unemployed,3802
TG-101618,Applicant 1618,72209.0,611,Queens,NY,Self-Employed,4681
TG-101619,Applicant 1619,119453.0,607,Jersey City,NJ,Unemployed,2677
TG-101620,Applicant 1620,88398.0,569,Queens,ny,Part Time,3697
TG-101621,Applicant 1621,41852.0,622,Queens,,Full Time,2680
TG-101622,Applicant 1622,112577.0,565,Hoboken,NJ,Full Time,2987
TG-101623,Applicant 1623,64956.0,698,Hoboken,N.J., full time ,3012
TG-101624,Applicant 1624,141199.0,786,Brooklyn,ny,Full Time,5411
TG-101625,Applicant 1625,117401.0,787,New York,ny,Self-Employed,4123
TG-101626,Applicant 1626,71580.0,527,New York,NJ, full time ,3761
TG-101627,Applicant 1627,123430.0,784,Queens,ny,Self-Employed,4146
TG-101628,Applicant 1628,87036.0,597,Brooklyn,ny,Unemployed,5308
TG-101629,Applicant 1629,110583.0,759,Brooklyn,N.J.,Unemployed,3524
TG-101630,Applicant 1630,99542.0,777, Newark,N.J.,Full Time,2115
TG-101631,Applicant 1631,59609.0,715,Hoboken,, full time ,2092
TG-101632,Applicant 1632,65694.0,650,Brooklyn,N.J.,Self-Employed,3996
TG-101633,Applicant 1633,115899.0,780,Jersey City,,Self-Employed,4015
TG-101634,Applicant 1634,74957.0,761, Newark,N.J.,Part Time,2176
TG-101635,Applicant 1635,72891.0,690,Queens,,Full Time,1949
TG-101636,Applicant 1636,56346.0,666,Jersey City,N.J.,Unemployed,4755
TG-101637,Applicant 1637,97708.0,789,New York,N.J.,Part Time,4368
TG-101638,Applicant 1638,146876.0,668,Hoboken,NJ,Unemployed,4215
TG-101639,Applicant 1639,52974.0,818,Jersey City,N.J.,Unemployed,4826
TG-101640,Applicant 1640,,547,Queens,,Self-Employed,1468
TG-101641,Applicant 1641,127367.0,668,Jersey City,NJ,Unemployed,4228
TG-101642,Applicant 1642,82611.0,799,Jersey City,, full time ,2211
TG-101643,Applicant 1643,98571.0,701,Brooklyn,N.J.,Unemployed,3335
TG-101644,Applicant 1644,53128.0,685,Hoboken,N.J., full time ,2448
TG-101645,Applicant 1645,97849.0,536,New York,,Unemployed,4407
TG-101646,Applicant 1646,79386.0,669,Queens,ny,Part Time,1962
TG-101647,Applicant 1647,114572.0,564, Newark,NJ,Self-Employed,4171
TG-101648,Applicant 1648,120622.0,708, Newark,NJ,Part Time,1922
TG-101649,Applicant 1649,162687.0,658,Queens,N.J.,Self-Employed,2605
TG-101650,Applicant 1650,102389.0,580,New York,NJ,Part Time,1638
TG-101651,Applicant 1651,94774.0,813,Queens,,Full Time,1514
TG-101652,Applicant 1652,,552,Brooklyn,N.J.,Unemployed,3312
TG-101653,Applicant 1653,74405.0,818, Newark,NJ,Unemployed,1791
TG-101654,Applicant 1654,95155.0,631, Newark,NY,Full Time,5490
TG-101655,Applicant 1655,76138.0,810,Jersey City,NJ,Full Time,4870
TG-101656,Applicant 1656,90054.0,556,Brooklyn,, full time ,3109
TG-101657,Applicant 1657,124528.0,619, Newark,NJ,Part Time,5296
TG-101658,Applicant 1658,54804.0,542,Brooklyn,ny,Unemployed,3623
TG-101659,Applicant 1659,119196.0,737,Brooklyn,ny, full time ,4462
TG-101660,Applicant 1660,124513.0,999,New York,N.J.,Unemployed,4470
TG-101661,Applicant 1661,81458.0,728, Newark,ny,Full Time,2453
TG-101662,Applicant 1662,21344.0,790,Hoboken,, full time ,4497
TG-101663,Applicant 1663,66765.0,756,New York,NY, full time ,2653
TG-101664,Applicant 1664,,728,New York,NY, full time ,1395
TG-101665,Applicant 1665,84314.0,797,Brooklyn,N.J.,Part Time,1989
TG-101666,Applicant 1666,55021.0,725,Hoboken,N.J., full time ,3404
TG-101667,Applicant 1667,69857.0,597,New York,ny,Unemployed,4267
TG-101668,Applicant 1668,110219.0,617,Hoboken,,Part Time,4753
TG-101669,Applicant 1669,101402.0,613, Newark,ny,Unemployed,2012
TG-101670,Applicant 1670,77832.0,599,Brooklyn,, full time ,3780
TG-101671,Applicant 1671,73995.0,557,New York,, full time ,2731
TG-101672,Applicant 1672,73247.0,747,Hoboken,NY,Unemployed,1604
TG-101673,Applicant 1673,57328.0,653,Queens,,Self-Employed,3947
TG-101674,Applicant 1674,133461.0,715,New York,NJ, full time ,4044
TG-101675,Applicant 1675,75330.0,801,New York,, full time ,3536
TG-101676,Applicant 1676,121515.0,620,New York,NY,Part Time,1289
TG-101677,Applicant 1677,130639.0,594,Hoboken,ny,Unemployed,2605
TG-101678,Applicant 1678,114949.0,813,Jersey City,, full time ,4773
TG-101679,Applicant 1679,72051.0,727, Newark,NJ,Unemployed,2817
TG-101680,Applicant 1680,97112.0,602,New York,N.J.,Part Time,4794
TG-101681,Applicant 1681,84274.0,999,Queens,ny,Unemployed,2725
TG-101682,Applicant 1682,57889.0,575,Queens,N.J.,Unemployed,2895
TG-101683,Applicant 1683,94731.0,806,Brooklyn,NJ,Part Time,4890
TG-101684,Applicant 1684,49629.0,730,Jersey City,NY, full time ,5241
TG-101685,Applicant 1685,120630.0,698,Jersey City,NY,Unemployed,4362
TG-101686,Applicant 1686,71061.0,577,Hoboken,ny,Self-Employed,1952
TG-101687,Applicant 1687,91035.0,592,Brooklyn,, full time ,1915
TG-101688,Applicant 1688,93499.0,734,Hoboken,,Part Time,3641
TG-101689,Applicant 1689,77233.0,785,Brooklyn,N.J.,Full Time,4629
TG-101690,Applicant 1690,102601.0,592, Newark,NY,Self-Employed,1674
TG-101691,Applicant 1691,,790,Jersey City,, full time ,4021
TG-101692,Applicant 1692,111139.0,753, Newark,,Part Time,2851
TG-101693,Applicant 1693,44621.0,538,Hoboken,NY,Self-Employed,3317
TG-101694,Applicant 1694,88791.0,632,Brooklyn,NY, full time ,4960
TG-101695,Applicant 1695,143168.0,582,Jersey City,NJ,Full Time,3287
TG-101696,Applicant 1696,54990.0,999,Jersey City,N.J., full time ,4101
TG-101697,Applicant 1697,64668.0,796,New York,NY,Full Time,4300
TG-101698,Applicant 1698,100417.0,681,Hoboken,NJ,Full Time,4792
TG-101699,Applicant 1699,90387.0,762,New York,NY,Unemployed,4855
TG-101700,Applicant 1700,95519.0,664,Jersey City,ny,Part Time,1382
TG-101701,Applicant 1701,99676.0,665,Hoboken,ny,Unemployed,2822
TG-101702,Applicant 1702,104042.0,600,Hoboken,ny,Full Time,1283
TG-101703,Applicant 1703,118291.0,562, Newark,NY,Part Time,1285
TG-101704,Applicant 1704,97295.0,812,Queens,,Part Time,2942
TG-101705,Applicant 1705,77762.0,695,Brooklyn,,Part Time,2510
TG-101706,Applicant 1706,105177.0,588,Queens,ny,Self-Employed,2140
TG-101707,Applicant 1707,141996.0,575,Queens,N.J., full time ,2236
TG-101708,Applicant 1708,81021.0,638,Jersey City,NJ,Full Time,2600
TG-101709,Applicant 1709,55764.0,723, Newark,ny,Part Time,4680
TG-101710,Applicant 1710,118212.0,574,Brooklyn,NJ,Self-Employed,4211
TG-101711,Applicant 1711,81389.0,557,Queens,NJ,Self-Employed,5103
TG-101712,Applicant 1712,,762,Queens,ny,Full Time,1924
TG-101713,Applicant 1713,110423.0,720,Hoboken,,Unemployed,1387
TG-101714,Applicant 1714,68940.0,755,Jersey City,N.J.,Self-Employed,3972
TG-101715,Applicant 1715,82284.0,534,Queens,ny,Full Time,3780
TG-101716,Applicant 1716,94959.0,663,Brooklyn,NJ,Self-Employed,4900
TG-101717,Applicant 1717,90715.0,596,New York,NY,Full Time,4139
TG-101718,Applicant 1718,106284.0,782,New York,NY,Part Time,2338
TG-101719,Applicant 1719,71935.0,704,Jersey City,NJ,Unemployed,1403
TG-101720,Applicant 1720,100393.0,574,New York,ny,Self-Employed,4580
TG-101721,Applicant 1721,77214.0,523,Hoboken,,Self-Employed,2545
TG-101722,Applicant 1722,107164.0,818,Hoboken,ny,Self-Employed,1560
TG-101723,Applicant 1723,103461.0,559,Brooklyn,N.J., full time ,2343
TG-101724,Applicant 1724,56937.0,749, Newark,NY, full time ,1413
TG-101725,Applicant 1725,117579.0,805,Jersey City,NJ,Part Time,3048
TG-101726,Applicant 1726,68921.0,657,Jersey City,,Self-Employed,4582
TG-101727,Applicant 1727,109242.0,622,New York,ny,Unemployed,1841
TG-101728,Applicant 1728,96019.0,526,Queens,N.J., full time ,1805
TG-101729,Applicant 1729,,683,Queens,ny,Full Time,1565
TG-101730,Applicant 1730,78296.0,795, Newark,N.J.,Full Time,2428
TG-101731,Applicant 1731,74520.0,568,Queens,ny,Full Time,2098
TG-101732,Applicant 1732,84417.0,615, Newark,,Part Time,5482
TG-101733,Applicant 1733,75905.0,578,Brooklyn,,Self-Employed,3971
TG-101734,Applicant 1734,108998.0,750,Jersey City,NJ,Self-Employed,4264
TG-101735,Applicant 1735,36511.0,696,New York,, full time ,3950
TG-101736,Applicant 1736,53390.0,609,Brooklyn,N.J.,Full Time,1289
TG-101737,Applicant 1737,52966.0,801,Hoboken,NJ,Part Time,2188
TG-101738,Applicant 1738,113509.0,555,Hoboken,,Unemployed,3640
TG-101739,Applicant 1739,136318.0,690,Hoboken,NY,Self-Employed,4411
TG-101740,Applicant 1740,81867.0,645, Newark,N.J.,Self-Employed,1492
TG-101741,Applicant 1741,79935.0,818, Newark,NJ,Part Time,2689
TG-101742,Applicant 1742,87102.0,723,Jersey City,N.J., full time ,4369
TG-101743,Applicant 1743,119856.0,808,Hoboken,NJ,Part Time,5465
TG-101744,Applicant 1744,57179.0,616, Newark,N.J., full time ,2649
TG-101745,Applicant 1745,92151.0,757, Newark,NY,Self-Employed,2290
TG-101746,Applicant 1746,114256.0,692,Queens,, full time ,4829
TG-101747,Applicant 1747,100033.0,607, Newark,ny, full time ,3815
TG-101748,Applicant 1748,90687.0,536,Hoboken,ny, full time ,1350
TG-101749,Applicant 1749,115031.0,659,Brooklyn,ny, full time ,2183
TG-101750,Applicant 1750,3903.0,773,Hoboken,NJ,Full Time,3019
TG-101751,Applicant 1751,105336.0,797,Queens,,Full Time,2176
TG-101752,Applicant 1752,65378.0,670,Hoboken,NJ,Full Time,1388
TG-101753,Applicant 1753,30081.0,659,New York,NJ,Full Time,3978
TG-101754,Applicant 1754,100336.0,999,Queens,NJ,Part Time,4956
TG-101755,Applicant 1755,126210.0,587,Jersey City,NJ,Unemployed,3771
TG-101756,Applicant 1756,80877.0,698,Hoboken,, full time ,2386
TG-101757,Applicant 1757,113586.0,644, Newark,ny,Part Time,5101
TG-101758,Applicant 1758,133368.0,752,Brooklyn,N.J.,Full Time,4639
TG-101759,Applicant 1759,124447.0,666,Hoboken,NJ, full time ,3764
TG-101760,Applicant 1760,134199.0,630,Brooklyn,,Unemployed,2547
TG-101761,Applicant 1761,107264.0,757,New York,NY, full time ,4607
TG-101762,Applicant 1762,87263.0,522,Jersey City,N.J.,Self-Employed,3825
TG-101763,Applicant 1763,36941.0,730, Newark,NJ,Self-Employed,4952
TG-101764,Applicant 1764,77618.0,544,Queens,NJ,Part Time,1866
TG-101765,Applicant 1765,59703.0,703,Queens,N.J.,Unemployed,1972
TG-101766,Applicant 1766,150128.0,580,Jersey City,N.J.,Part Time,4404
TG-101767,Applicant 1767,79723.0,642,New York,NJ, full time ,2364
TG-101768,Applicant 1768,88696.0,999,New York,,Unemployed,1848
